"","YEAR","ABSTRACT","AUTHOR","name","last_name","gender_g","gender_ize","gender_jur","gender_final"
"88",2021,"universal trigger unitrigger powerful adversarial textual attack method utilizing mechanism unitrigger generates fixed phrase added benign inputs drop prediction accuracy textual neural network nn model near zero target class defend attack cause significant harm paper borrow honeypot concept cybersecurity community propose darcy defense framework unitrigger darcy greedily searches injects multiple trapdoors nn model bait catch potential attacks comprehensive experiments across four public datasets show darcy detects unitrigger adversarial attacks tpr less fpr cases maintaining prediction accuracy clean inputs within margin also demonstrate darcy multiple trapdoors also robust diverse set attack scenarios attackers varying levels knowledge skills release source code darcy https","Garc{\'\i}a-Mart{\'\i}nez, Mercedes  and","Mercedes","nez","female","","","female"
"89",2021,"机器译文自动评价对机器翻译的发展和应用起着重要的促进作用","S, Thara  and","Thara","S","","female","","female"
"90",2021,"在汉语等其他有省略代词习惯的语言中 该模型采用联合学习的框架 在翻译模型基础上 联合了一个分类任务 即判别句子中省略代词在句子所表示的成分 验证了本文提出方法的有效性 与基准模型相比","Upadhyay, Ishan Sanjeev  and","Ishan","Upadhyay","","male","","male"
"91",2020,"document describe submission parallel corpus filtering task using multilingual word embedding language models ensemble pre post filtering rules use norms embedding perplexities language models along filtering rules complement laser baseline scores end get improvement dev set language pairs","Vigus, Meagan  and","Meagan","Vigus","female","","","female"
"92",2020,"paper describes classifier model built using conditional random field detects named entities wet lab protocols","Kreutzer, Julia  and","Julia","Kreutzer","female","","","female"
"93",2020,"describe utfpr system task assessing humor edited news headlines minimalist unsupervised system uses word frequencies large corpora capture unexpectedness mean capture funniness system placed shared task task found approach requires text used perform reliably unexpectedness alone sufficient gauge funniness humorous content targets diverse target audience","Avvaru, Adithya  and","Adithya","Avvaru","","male","","male"
"94",2020,"paper describes aspects hpsg style computational grammar west african language ga kwa language spoken accra area ghana volta basin kwa language ga features many types multiverb expressions particular constructional patterns verbal nominal domain paper highlights theoretical formal features grammar motivated phenomena possibly innovative formal framework deep grammar language hosts rich lexical structure describe ways grammar builds previously available lexical resources outline environment current resources grammar part lines research development environment used","Maini, Pratyush  and","Pratyush","Maini","","male","","male"
"95",2020,"compare two models selection dialogue responses one based relevance lstm model model tested multiple corpora collected two different types dialogue source material results show lstm model performs adequately large corpus millions utterances performance dominated relevance model corpus ten thousands utterances","Fan, Angela  and","Angela","Fan","female","","","female"
"96",2020,"propose new multilingual language model benchmark composed languages spanning several scripts linguistic families around billion characters hope new resource accelerate research multilingual modeling train monolingual causal language models using model establishing baselines many languages also introduce task multilingual causal language modeling train model combined text languages wikipedia different vocabulary sizes evaluate languages individually released text wikipedia language editions corresponding trained monolingual language models several multilingual language models different fixed vocabulary sizes","Weigelt, Sebastian  and","Sebastian","Weigelt","male","","","male"
"97",2020,"","Berzak, Yevgeni  and","Yevgeni","Berzak","male","","","male"
"98",2020,"context multilingual language model vocabulary size languages broad set potential characters unsolved problem propose two algorithms applicable unsupervised multilingual task increasing elasticity budget required building vocabulary encoding inspired tokenizers significantly reducing cost supporting korean multilingual model","Feng, Yulan  and","Yulan","Feng","","female","","female"
"99",2020,"text representations led significant improvements many areas natural language processing quality models benefits greatly size pretraining corpora long quality preserved paper describe automatic pipeline extract massive monolingual datasets common crawl variety languages pipeline follows data processing introduced fasttext mikolov et grave et deduplicates documents identifies language augment pipeline filtering step select documents close high quality corpora like wikipedia","Demeter, David  and","David","Demeter","male","","","male"
"100",2020,"words still challenge natural language processing tasks transliteration source target language script one solutions study collect personal name dataset wikidata languages scripts train multilingual transliteration models languages compare bilingual models merhav ash determine multilingual models perform better languages discover intrinsic evaluation comparison single gold standard might appropriate task transliteration due high variability reason propose using extrinsic evaluation transliteration via named entity list search task personal name search contacts list code datasets publicly available online","Sinha, Koustuv  and","Koustuv","Sinha","","male","","male"
"101",2020,"authors mohamed abdellatif ahmed elgammal gitlab url https app commit hash tag name dataset file dataset url https","Koto, Fajri  and","Fajri","Koto","","male","","male"
"102",2020,"phonological segment borrowing process languages acquire new contrastive speech sounds result borrowing new words languages despite fact phonological segment borrowing documented many world languages date quantitative study phenomenon paper present segbo novel database borrowed phonological segments describe data aggregation pipeline resulting language sample also present two short case studies based database first deals impact large colonial languages sound systems world languages second deals universals borrowing domain rhotic consonants","Rambelli, Giulia  and","Giulia","Rambelli","female","","","female"
"103",2020,"paper tool specifically designed allow complex searches large parallel corpora presented formalism queries powerful uses standard regular expressions allow complex queries combining word forms lemmata queries performed least one languages parallel corpus searches performed one languages languages time program able corpora using freeling analyzer python api resipc developed python version distributed free license gnu gpl tool used provide data contrastive linguistics research example use parallel corpus presented resipc designed queries corpora easily adapted querying corpora containing kinds information","Yan, Ming  and","Ming","Yan","","male","","male"
"104",2020,"dialogue state tracking dst important part spoken dialogue system existing dst models either ignore temporal feature dependencies across dialogue turns fail explicitly model temporal state dependencies dialogue work propose temporally expressive networks ten jointly model two types temporal dependencies dst ten model utilizes power recurrent networks probabilistic graphical models evaluating standard datasets ten demonstrated improve accuracy prediction state aggregation","Hu, Han  and","Han","Hu","","male","","male"
"105",2020,"model recursive production property grammars natural synthetic languages end present dynamic programming algorithm marginalises latent binary tree structures leaves allowing us compute likelihood sequence tokens latent tree model maximise train recursive neural function demonstrate performance two synthetic tasks scan outperforms previous models length split english question formation performs comparably decoders tree structure also present experimental results translation dataset qualitatively analyse induced tree structures model learns scan tasks translation task","Guntara, Tri Wahyu  and","Tri","Guntara","male","","","male"
"106",2020,"present nubia methodology build automatic evaluation metrics text generation using machine learning models core components typical nubia model composed three modules neural feature extractor aggregator calibrator demonstrate implementation nubia showing competitive performance art metrics used evaluate machine translation art results image captions quality evaluation addition strong performance nubia models advantage modular improve synergy advances text generation models","Mahurkar, Siddhant  and","Siddhant","Mahurkar","","male","","male"
"107",2020,"recent work raises concerns use standard splits compare natural language processing models propose bayesian statistical model comparison technique uses across multiple data sets estimate likelihood one model outperform two produce practically equivalent results use technique rank six english taggers across two data sets three evaluation metrics","Pilan, Ildiko  and","Ildiko","Pilan","female","","","female"
"108",2020,"propose dgst novel simple network architecture text style transfer model employs two generators rely discriminators parallel corpus training quantitative qualitative experiments yelp imdb datasets show model gives competitive performance compared several strong baselines complicated architecture designs","Woldemariyam, Kidane  and","Kidane","Woldemariyam","","male","","male"
"109",2020,"关系分类作为构建结构化知识的重要一环 除了常规设定下的小样本学习 本文还梳理了跨领域和稀缺资源场景下的小样本学习 并探讨了目前小样本关系分类方法的局限性 分析了跨领域小样本","Hedayatnia, Behnam  and","Behnam","Hedayatnia","male","","","male"
"110",2020,"作为信息抽取的一项核心子任务 介绍用于关系抽取的主要数据集并对现有的技术作了阐述 主要分为 分析它们的贡献与缺","van Miltenburg, Emiel  and","Emiel","Miltenburg","male","","","male"
"111",2020,"性别偏见现象是社会语言学和计算语学学者均关注的研究热点 但目前大多数研究都是基于英语的 鲜有对汉语中性别偏见现象 定义性别偏度为特定形容词词义和男性或女性群体相匹配的程度 但在文化大革命期间呈现非常男性化的特征","Kalashnikova, Natalia  and","Natalia","Kalashnikova","female","","","female"
"112",2020,"结合对文本内容的分析 只有罗作他续的可能性大 后由他人续写","Gugliotta, Elisa  and","Elisa","Gugliotta","female","","","female"
"113",2020,"而对话语料与常规书面语料有较大差异 对句法和语义分析器的影响较大 本文在梳理国内外针对对话的标注体系和语料库的基础上 给出了词语和概念关系的对齐方案 针对称谓语和情感短语增加了相应的语义关系和概念 调整了表示主观情感词语的论元结构 并对对话中一些特殊现象进行了规定 设计了人工标注平台","Grabar, Natalia  and","Natalia","Grabar","female","","female","female"
"114",2020,"网络文学在我国发展迅猛 其数量和影响力呈现逐年上升的趋势 但目前尚无公开的较大规模网络文学作品语料库 其中包括武侠和仙侠网络小说 我们发现两类小说的文体风格大致相同 从表面到内容 将定量统计和定性分析相结合","Lafourcade, Mathieu  and","Mathieu","Lafourcade","male","","male","male"
"115",2020,"男性人名比女性人名长 从人名用字的难易度来看 女性用字比男性更复杂 从用字丰富度来看 人名用字越来越单一和集中化 用字的意象随着时间发生改变 但改变最明显的时间节点是改革开放前后","Jung Kang, Hyun  and","Hyun","Kang","","male","","male"
"116",2020,"是汉语中典型的双重否定结构形式之一 它包括 不得不去 不是不好 不认为他不去 等多种双重否定结构 为例 结合 元语否定 动词叙实性 否定焦点 等概念 进行了全面的考察 制定了 设计了双重否定自动识别程序","Le, Hang  and","Hang","Le","","female","","female"
"117",2020,"知识库问答依靠知识库推断答案需大量带标注信息的问答对 但构建大规模且精准的数据集不仅代价昂贵 面向知识库的问题生成任务引起了研究者关注 本文采用graph","Hijazi, Rita","Rita","Hijazi","female","","","female"
"118",2020,"本文首次在中文释义生成任务中使用了目标词的上下文信息 除了bleu指标之外 还使用语义相似度作为额外的自动评价指标 实验结果显示本文模型在中文cwn数据集和英文oxford数据集上均有显著提升","Han, Kelvin  and","Kelvin","Han","male","","","male"
"119",2020,"现有的对话系统中存在着生成 好的 我不知道","Fourrier, Cl{\'e}mentine","Clementine","Fourrier","female","","","female"
"120",2020,"发现与以往研究的复述现象不同的是 句对间往往不具有相同的逻辑语义真值 但在特定语境下却能传达同一个语用意义","Cattan, Oralie","Oralie","Cattan","","female","","female"
"121",2020,"近年来 发音属性常常被用于计算机辅助发音训练系统 capt 提出了一种建模细颗粒度发音属性 fsa 的方法 的属性检测器组 在两个二语测试集上的偏误检测 相比基线 我们还根据发音属性的跨语言特性设置了对照实验","Cassier, Manon","Manon","Cassier","female","","","female"
"122",2020,"采用基于图结构的汉语句子语义的整体表示方法 中文抽象语义表示 camr 来标注疑问句的语义结构 根据疑问代词所关联的语义关系 统计了疑问焦点的概率分布","Randriatsitohaina, Tsanta  and","Tsanta","Randriatsitohaina","","female","","female"
"123",2020,"生成式阅读理解模型不再局限于从段落中抽取答案 答案抽取和问题分类任务作为辅助任务进行多任务学习 同时学习和优化模型编码层参数","Pelloin, Valentin  and","Valentin","Pelloin","male","","","male"
"124",2020,"给定包含主旨概括句的汉语句群 针对该句群的内部结构标注是基于语言学的分析结果 而阅读句群时的眼动轨迹则蕴含着人的心理认知 根据标点小句片段对应的眼动指标数据预测该片段是否为包含主旨内容的关键信息 并通过分析关键片段上眼动数据的分布特点","Chl{\'e}bowski, Aur{\'e}lie  and","Aurelie","bowski","female","","","female"
"125",2020,"本文归纳了问句形式在问句语料筛选中的作用 探索了问句分类必需的形式特征 同时通过人工标注建设了中文问句分类语料库 并在此基础上进行了基于规则和统计的分类实验 通过多轮实验迭代优化特征组合形成特征规则集 统计机器学习中随机森林模型的分类效果较好","Dahmani, Sara  and","Sara","Dahmani","female","","","female"
"126",2020,"本文提出汉语的块依存语法 以谓词为核心 以组块为研究对象 在句内和句间寻找谓词所支配的组块 而且还针对汉语语义特点进行了分析方式和分析规则上的创新 能够较好地解决微观层次的逻辑结构知识","Coulange, Sylvain  and","Sylvain","Coulange","male","","","male"
"127",2020,"进而对话题转换的特殊情况 发现能够成为新支话题的成分绝大多数是有关具体事物的体词性短语 句法成分方面 从而引出新支句 其中句末宾语做新支话题的情况最多 但未发现间接宾语作为新支话题的情况 语义角色方面 大部分主体论元 和客体论元 及少数凭借论元 材料 和环境论元 系事和受事成为新支话题情况最显著 以期将这种语用现象逐步落实到语义直至句法的形式中","Christodoulides, George","George","Christodoulides","male","","","male"
"128",2020,"是非问 包括反复问 与特指问是最常见的类型 具有询问功能 此外","Chignoli, Gabriele  and","Gabriele","Chignoli","female","","","female"
"129",2020,"抽象语义表示到文本 生成的任务是给定amr图 它们都存在一个未限定的问题 因为在生成阶段许多句法的决策并不受语义图的约束 该文提出一种直接而有效的方法 都取得了显著的提升","Chardenon, Estelle  and","Estelle","Chardenon","female","","","female"
"130",2020,"作为宏观篇章分析中的基础任务 篇章结构识别任务的目的是识别相邻篇章单元之间的结构 本文提出了一种融合全局和局部信息的指针网络模型 该模型在考虑全局的语义信息同时 又考虑局部段落间的语义关系密切程度 mcdtb 的实验结果表明","Caubri{\`e}re, Antoine  and","Antoine","re","male","","","male"
"131",2020,"组合原则表明句子的语义由其构成成分的语义按照一定规则组合而成 由此基于句法结构的语义组合计算一直是一个重要的探索方向 主要问题是其语义组合的顺序依赖于具体树的结构 极大缩短计算时间 另一方面联合句法分析的语义组合框架不必依赖外部句法分析器 实验结果显示准确率接近树结构组合方法","Cameron, Marguerite","Marguerite","Cameron","female","","","female"
"132",2020,"为了解决随机负采样作为优化目标可能出现的样本贡献消失问题 首先 计算随机负样本与目标词的余弦距离 然后 实验表明 与glove等公开发布的预训练词向量相比","Bourbon, Ang{\'e}lina  and","Angelina","Bourbon","female","","","female"
"133",2020,"但往往忽略了学习者的个性化特征 本文面向汉语作为第二语言的学习者 提出个性化语法纠错 对不同特征的学习者所犯的错误分别进行纠正 将语法纠错模型适应到学习者的各个领域后","Biteeva Lecocq, Ekaterina  and","Ekaterina","Lecocq","female","","","female"
"134",2020,"在语义组合方法中 导致句法分析与语义组合相互割裂 句法分析的精度严重制约语义组合模型的性能 本文提出联合依存分析的语义组合模型 将依存分析与语义组合进行联合 一方面在训练语义组合模型时对依存分析模型进行微调 使其能够更适应语义组合模型使用的训练数据的领域特点 另一方面 在语义组合部分加入依存分析的中间信息表示 获取更丰富的结构信息和语义信息 以此来降低语义组合模型对依存分析错误结果的敏感度 将语义组合模型用于复述识别任务 我们进一步设计实验对联合学习和中间信息利用的有效性进行验证","Bada, Ismael  and","Ismael","Bada","male","","","male"
"135",2020,"机器阅读理解作为自然语言理解的关键任务 在候选句抽取中","Appavoo, Betty  and","Betty","Appavoo","female","","","female"
"136",2020,"面向知识库的自动问答是自然语言处理的一项重要任务 本文将 问题意图 视作不同领域问答可能存在的共同特征 问题 与三元组知识库中 关系谓词 本文分别将 基于门控卷积的深层语义 基于交互注意力机制的浅层语义 kbqa数据集上的实验表明 本文提出的方法与现有的基于cdssm和bdssm相比 本文通过构造天文常识知识库 将问题与关系谓词映射模型移植到特定领域","Albar, Rachel","Rachel","Albar","female","","","female"
"137",2020,"阅读理解问答系统是利用语义理解等自然语言处理技术 根据输入问题 对非结构化文档数据进行分析 生成一个答案 阅读理解问答数据标注成本高且用户问题表达复杂多样 本文提出一种面向垂直领域的阅读理解问答数据的增强方法 该方法基于真实用户问题 构造阅读理解训练数据 一方面降低标注成本 另一方面增加训练数据多样性","Abrougui, Rim  and","Rim","Abrougui","female","","","female"
"138",2020,"sentiment stance two important concepts analysis arguments propose add another perspective analysis namely moral sentiment argue moral values crucial ideological debates thus add useful information argument mining paper present different models automatically predicting moral sentiment debates evaluate manually annotated testset apply models investigate moral values arguments relate argument quality stance audience reactions","Chau, Ethan C.  and","Ethan","Chau","male","","","male"
"139",2020,"针对在金融领域实体级情感分析任务中 往往缺乏足够的标注语料 基于该金融领域数据集 为了让文本中金融领域情感词获得更多关注","Goswami, Ankur  and","Ankur","Goswami","","male","","male"
"140",2020,"近年来 作为细粒度的属性级别情感分析在商业界和学术界受到越来越多的关注 在解决属性级别情感分析问题的绝大多数工作都集中在注意力机制的设计上 以此突出上下文和属性词中不同词对于属性级别情感分析的贡献 在得到属性词的隐藏状态之后 通过注意力机制得到属性词新的表示 然后利用属性词新的表示和注意力机制进一步得到上下文新的表示 层次注意力机制的设计使得上下文和属性词的表达更加准确 同时通过门机制选择对属性词而言上下文中有用的信息 以此丰富上下文的表达 在semeval","Rogers, Anna  and","Anna","Rogers","female","","","female"
"141",2020,"研究了有关 发现了不同国家之间推特用户的普遍关切和看法之间存在着异同","Lovelace, Justin  and","Justin","Lovelace","male","","","male"
"142",2020,"近些年来 胶囊神经网络 capsnets 而忽略了单词所对应各个多元语法特征的重要程度应该是由具体上下文决定的这一问题 本文提出了多尺度特征部分连接胶囊网络 多尺度特征注意力能够自动选择不同尺度的多元语法特征 通过对其进行加权求和 为了减少子胶囊与父胶囊之间的冗余信息传递 本文提出的算法在文本分类任务上针对七个著名的数据集进行了有效性验证 和现有的研究工作相比 性能显著提高 说明了本文的算法能够捕获文本中更丰富的多元语法特征","Zhao, Mengjie  and","Mengjie","Zhao","","female","","female"
"143",2020,"本文提出了可读性语料库构建的改进方法 基于该方法 探究了不同深度学习方法自动捕获难度特征的能力 不同深度学习模型的难度特征捕获能力不尽相同","Nguyen, Hoang  and","Hoang","Nguyen","male","","","male"
"144",2020,"案件要素识别指将案件描述中重要事实描述自动抽取出来 并根据领域专家设计的要素体系进行分类 基于阈值的多标签分类难以捕获标签间依赖关系 数据集上进行实验 在相同超参数设置下比基础语言模型 bert","d{'}Hoffschmidt, Martin  and","Martin","Hoffschmidt","male","","","male"
"145",2020,"汉语是 一种典型的表意文字 汉字与语音没有直接的对应关系 但拼音作为汉字读音的标注 符号 在汉语语音识别中利用拼音作为解码 约束 提出一种基于拼音约 束联合学习的汉语语音识别方法 以端到端的汉字语音识别为主任务 以拼音语音识 别为辅助任务 通过共享编码器 同时利用汉字与拼音识别结果作为监督信号 增强 相比基线模型 提出方法取得更优的 识别效果","Kawakami, Kazuya  and","Kazuya","Kawakami","male","","","male"
"146",2020,"本文提出了一种基于有向异构图的短文本分类模型 heterogeneous directed graph attenton network hdgat 利用发票明细间的有向信息建模 引入外部知识","Zhu, Yudong  and","Yudong","Zhu","","male","","male"
"147",2020,"社会突发事件的分类和等级研判作为应急处置中的一环 目前研究多数采用人工或规则的方法识别证据进行研判 由于社会突发事件的构成的复杂性和语言描述的灵活性 事件抽取 思想 事件类型和研判证据作为事件中元素 并将二者结合 分类结果作为等级研判的输入 相比人工或规则识别研判证据 本文提出的方法有着更好的鲁棒性 关键词 事件分类 研判证据识别 等级研判","Welbl, Johannes  and","Johannes","Welbl","male","","","male"
"148",2020,"在中文文本特别是在社交媒体及问答领域文本中的标点符号使用存在非常多的错误或缺失的情况 缺少对社交媒体及问答领域文本进行标点预测的相关研究 该任务是要利用标点符号基本规范正确的大规模新闻领域文本 建立标点符号预测模型 然后在标点符号标注不规范的社交媒体及问答领域 直接利用新闻领域训练的模型 在社交媒体及问答领域上进行标点符号预测的性能均有所下降 在问答领域下降较小 在微博领域下降较大","Tang, Jialong  and","Jialong","Tang","","male","","male"
"149",2020,"多个目标的情感可能一致 大多数是一个句子一个目标 在少数有多个目标的句子中 多个目标情感倾向分布很不均衡 本文构建了一个针对多目标情感分类的中文数据集 评价目标个数分布平衡 情感正负极性分布平衡","Zhu, Su  and","Su","Zhu","","female","","female"
"150",2020,"新冠肺炎的蔓延使得线上移动教学成为教育发展的必然趋势 本文以适合汉语教材自动推送的口语素材为研究对象 对词汇的整体特点进行计量分析 在此基础上使用词向量模型及kmeans算法对全部词语进行聚类 参考词语聚类结果及对口语语料话题和场景的考察","Ahmad, Wasi  and","Wasi","Ahmad","","male","","male"
"151",2020,"然后 最后","Mrini, Khalil  and","Khalil","Mrini","male","","","male"
"152",2020,"本研究依据以谓词为核心的块依存语法构建块依存树库 在句内和句间寻找谓词所支配的组块 利用汉语中组块和组块间的依存关系补全缺省部分 的小句是非自足的","Poerner, Nina  and","Nina","Poerner","female","","","female"
"153",2020,"汉语学习者依存句法树库为非母语者语料提供依存句法分析 可以支持第二语言教学与研究 现有的汉语学习者依存句法树库数量较少 本文改进依存句法标注规范 搭建在线标注平台 并对标注结果进行质量分析","Cai, Hengyi  and","Hengyi","Cai","","male","","male"
"154",2020,"随着智慧医疗的普及 针对医学实体而言 医学共享语料库仍处于空白状态 如何界定不同实体间的涵盖范围 该文参考了umls中定义的语义类型 提出面向医学文本信息处理的医学实体标注规范 希望能为医学实体语料库的构建提供可参考的标注规范","Zhang, Chen  and","Chen","Zhang","","male","male","male"
"155",2020,"机器翻译错误分析旨在找出机器译文中存在的错误 对译后编辑操作进行错误标注 采用自动标注和人工标注相结合的方法 构建了一个细粒度英汉机器翻译错误分析语料库","Jiao, Yang  and","Yang","Jiao","","male","","male"
"156",2020,"篇章衔接性分析是理解篇章的基础 建立包含相应信息的对齐信息的语料库资源 本文研究语料标注策略方法切实可行","Chen, Wenhu  and","Wenhu","Chen","","male","","male"
"157",2020,"汉语中的重叠现象丰富 据此研究的基础上","Fernandez Astudillo, Ram{\'o}n  and","Ramon","Astudillo","male","","","male"
"158",2020,"本文提出了一种半监督事件聚类模型 semiec 该模型在小规模标注数据的基础上 利用lstm表征事件 利用线性模型计算文本相似度 进行增量聚类 利用增量聚类产生的标注数据对模型再训练","Manotas, Irene  and","Irene","Manotas","female","","","female"
"159",2020,"中文社交媒体命名实体识别由于其领域特殊性 一是词语边界模糊 本文将同维度的字词进行融合 获得丰富的文本序列表征 针对问题二 借助星型拓扑结构更好地捕获动态特征","He, Xuanli  and","Xuanli","He","","female","","female"
"160",2020,"仅利用人工参考译文度量翻译质量的不足 该文提出了引入源语言句子信息的机器译文自动评价方法 从机器译文与其源语言句子组成的二元组中提取描述翻译质量的质量向量","Doostmohammadi, Ehsan  and","Ehsan","Doostmohammadi","male","","","male"
"161",2020,"本文模型分别获取当前句内单词与篇章内所有句子及单词之间的依赖关系 本文尝试通过不同方式将全局上下文与翻译模型结合并观察其对模型性能的影响","Corazza, Michele  and","Michele","Corazza","female","","","female"
"162",2020,"多语言神经机器翻译是解决低资源神经机器翻译的有效方法 为了缓解由于差异性引起的共享词表大小受限制的问题 模型训练过程中分别在编码端和解码端将汉英缅映射在同一语义空间降低汉英缅语言结构差异性对共享词表的影响","Kulshreshtha, Saurabh  and","Saurabh","Kulshreshtha","","male","","male"
"163",2020,"句子排序是多文档摘要系统和机器阅读理解中重要的任务之一 排序的质量将直接 本文采用在中英文上大规模使用的深度 学习方法 同时结合朝鲜语词语形态变化丰富的特点 提出了一种基于子词级别词 向量和指针网络的朝鲜语句子排序模型 其目的是解决传统方法无法挖掘深层语义 本文提出基于形态素拆分的词向量训练方法 morv 同时对比子词n元 词向量训练方法 sg 得到朝鲜语词向量 采用了两种句向量方法 基于卷积神经网 cnn lstm 采用morv和lstm的句向量结合方法可以更好地捕获句子间的语义逻辑关系 提升句 关键词 词向量 形态素拆分 指针网络 句子排序","Cao, Yu  and","Yu","Cao","","male","","male"
"164",2020,"但在低资源语言的文本摘要研究还处于探索阶段 采用两层双gru神经网络提取代表原始新闻的句子 关键词 文本摘要 藏文 textrank 指针网络","Wang, Zilong  and","Zilong","Wang","","male","","male"
"165",2020,"第一 相比于通用领域 目前藏语资源在司法领域内缺乏对应的语料 我们采取人工标注获取一个中等规模的司法领域藏汉专业术语表作为先验知识库 以避免领域越界而产生的语料逻辑表达问题和领域术语缺失问题 其次 我们从全国的地方法庭官网采集实例语料数据 其次是汉语 具体方法包括 爬虫获取语料 规则断章对齐检测 语句边界识别","Kobs, Konstantin  and","Konstantin","Kobs","male","","","male"
"166",2020,"将幽默文本划分为 铺垫 笑点 两个部分 分别对其语义和语义关系进行建模 提出了一种多粒度语义交互理解网络 相比之前最优结果 引入幽默内部的语义关系信息可以提高模型幽默识别的性能","Yamada, Kosuke  and","Kosuke","Yamada","male","","","male"
"167",2020,"语言文字是人类智慧和文明的结晶 用复杂网络技术研究语言的特征 现网络构建模块结构 提出一种基于相似度的藏文词同现网络构建方法 该方法以词 为网络节点 并分析了它们的统计特征 实验数据表明","Filippova, Katja","Katja","Filippova","female","","female","female"
"168",2020,"现有的英文道德词典分类体系并不完善 而中文方面目前尚未有相关的词典资源 该文提出了面向人工智能伦理计算的中文道德词典构建任务 设计了四类标签和四种类型 该词典资源不仅能够使机器学会道德知识 判断词的道德标签和类型","Wu, Mingzhu  and","Mingzhu","Wu","","female","","female"
"169",2020,"篇章级事件抽取研究从整篇文档中检测事件 在模型的元素和角色识别中依次引入前序层输出的事件类型以及实体嵌入表示","Joshi, Ramchandra  and","Ramchandra","Joshi","","male","","male"
"170",2020,"sentiment analysis acsa aims predict aspect categories mentioned texts corresponding sentiment polarities joint models proposed address task given text joint models detect aspect categories mentioned text predict sentiment polarities toward although joint models obtain promising performances train separate parameters aspect category therefore suffer data deficiency aspect categories solve problem propose novel joint model contains shared sentiment prediction layer shared sentiment prediction layer transfers sentiment knowledge aspect categories alleviates problem caused data deficiency experiments conducted datasets demonstrate effectiveness model","Zhang, Ruiyi  and","Ruiyi","Zhang","","male","","male"
"171",2020,"introduce talk papers exploits recent question answering qa techniques improve current experience academic search designed enable researchers use natural language queries find precise answers extract insights massive amount academic papers present large improvement classic search engine baseline several standard qa datasets provide community collaborative data collection tool curate first natural language processing research qa dataset via community effort","Kim, Yeachan  and","Yeachan","Kim","","male","","male"
"172",2019,"paper investigate effect enhancing lexical embeddings lstm language models lm syntactic semantic representations evaluate language models using perplexity evaluate performance models task predicting human sentence acceptability judgments train lstm language models sentences automatically annotated universal syntactic dependency roles nivre dependency depth universal semantic tags abzianidze et predict sentence acceptability judgments experiments indicate syntactic tags lower perplexity semantic tags increase experiments also show neither syntactic semantic tags improve performance lstm language models task predicting sentence acceptability judgments","Pujari, Rajkumar  and","Rajkumar","Pujari","male","","","male"
"173",2019,"study language change parallel corpora advantageous analysis complex interactions time text domain language often advantages fully exploited due sparse nature historical data tackle challenge introduce parhistvis novel free interactive visualization tool parallel multilingual diachronic synchronic linguistic data illustrate suitability components tool based use case word order change romance","Abercrombie, Gavin  and","Gavin","Abercrombie","male","","","male"
"174",2019,"danish north germanic language spoken principally denmark country long tradition technological scientific innovation however language received relatively little attention technological perspective paper review natural language processing nlp research digital resources tools developed danish find availability models tools limited calls work lifts danish nlp step closer privileged languages dansk abstrakt dansk er et nordgermansk sprog talt prim rt kongeriget danmark et land med st rk tradition teknologisk og videnskabelig innovation det danske sprog har imidlertid ret genstand relativt begr nset opm rksomhed teknologisk set denne artikel gennemg vi og rkt jer udviklet dansk vi konkluderer der eksisterer et tal af modeller og rkt jer hvilket indbyder til forskning som fter dansk sprogteknologi niveau med mere priviligerede sprog","Erdmann, Alexander  and","Alexander","Erdmann","male","","","male"
"175",2019,"present first complete spoken dialogue system driven multiimensional statistical dialogue manager framework shown substantially reduce data needs leveraging dimensions social obligations feedback show transferred domains paper conduct user study show performance system adapted source domain equivalent baseline trained scratch","Kim, Suyoun  and","Suyoun","Kim","","female","","female"
"176",2019,"semantic parsing converts natural language queries structured logical forms lack training data still one serious problems area work develop semantic parsing framework dual learning algorithm enables semantic parser make full use data labeled even unlabeled game game primal model semantic parsing dual model logical form query forces regularize achieve feedback signals utilizing logical form structures propose novel reward signal surface semantic levels tends generate complete reasonable logical forms experimental results show approach achieves new performance atis dataset gets competitive performance overnight dataset","Li, Lala  and","Lala","Li","female","","","female"
"177",2019,"primary data small languages oceania recently become available language documentation study explore corpus data five oceanic languages melanesia known sense bhat order find tense aspect modality polarity tagged categories subset corpora category modality developed novel tag set melatamp categorizes clauses factual possible counterfactual based analysis consistency argue tag set modal domain efficient subject languages might useful languages purposes","Quattoni, Ariadna  and","Ariadna","Quattoni","female","","","female"
"178",2019,"unlike questions clarification questions look missing information given context however without guidance neural models question generation similar dialog generation models lead generic bland questions elicit useful information argue controlling level specificity generated questions useful applications propose neural clarification question generation model first train classifier annotates clarification question level specificity generic specific given context results amazon questions dataset demonstrate training clarification question generation model specificity annotated data generate questions varied levels specificity given context","Aly, Rami  and","Rami","Aly","male","","","male"
"179",2019,"paper describes systems team semeval task semantic parsing ucca introduce novel model applying cascaded mlp bilstm model ensemble multiple reparsing particular introduce new decoding algorithm building ucca representation system first place one track second places four tracks third place one track among seven tracks","Wu, Chuhan  and","Chuhan","Wu","","male","","male"
"180",2019,"present overview alta shared task series shared tasks organised alta since task detect target sarcastic comments posted social media duce task describe data present results baselines participants year shared task particularly challenging participating systems improved sults baseline","Huang, Binxuan  and","Binxuan","Huang","","female","","female"
"181",2019,"present chatbot delivers content form virtual dialogues automatically produced plain texts extracted selected documents virtual dialogue content provided form answers derived found selected documents split fragments questions automatically generated answers based initial text","Han, Hojae  and","Hojae","Han","","male","","male"
